country,continent,item,year,yield,harvested,production
Solomon Islands,Oceania,Coconuts,1981,70000,35000,245000
Solomon Islands,Oceania,Coconuts,1982,69118,34000,235000
Solomon Islands,Oceania,Coconuts,1983,67647,34000,230000
Solomon Islands,Oceania,Coconuts,1984,89118,34000,303000
Solomon Islands,Oceania,Coconuts,1985,86486,37000,320000
Solomon Islands,Oceania,Coconuts,1986,86486,37000,320000
Solomon Islands,Oceania,Coconuts,1987,56216,37000,208000
Solomon Islands,Oceania,Coconuts,1988,50976,41000,209000
Solomon Islands,Oceania,Coconuts,1989,52895,38000,201000
Solomon Islands,Oceania,Coconuts,1990,50000,36000,180000
Solomon Islands,Oceania,Coconuts,1991,59412,34000,202000
Solomon Islands,Oceania,Coconuts,1992,58333,36000,210000
Solomon Islands,Oceania,Coconuts,1993,57838,37000,214000
Solomon Islands,Oceania,Coconuts,1994,58919,37000,218000
Solomon Islands,Oceania,Coconuts,1995,73684,38000,280000
Solomon Islands,Oceania,Coconuts,1996,77838,37000,288000
Solomon Islands,Oceania,Coconuts,1997,80270,37000,297000
Solomon Islands,Oceania,Coconuts,1998,82973,37000,307000
Solomon Islands,Oceania,Coconuts,1999,72703,37000,269000
Solomon Islands,Oceania,Coconuts,2000,66486,37000,246000
Solomon Islands,Oceania,Coconuts,2001,56216,37000,208000
Solomon Islands,Oceania,Coconuts,2002,54054,37000,200000
Solomon Islands,Oceania,Coconuts,2003,51892,37000,192000
Solomon Islands,Oceania,Coconuts,2004,74595,37000,276000
Solomon Islands,Oceania,Coconuts,2005,75000,48000,360000
Solomon Islands,Oceania,Coconuts,2006,75294,51000,384000
Solomon Islands,Oceania,Coconuts,2007,79245,53000,420000
Solomon Islands,Oceania,Coconuts,2008,86400,50000,432000
Solomon Islands,Oceania,Coconuts,2009,75294,51000,384000
Solomon Islands,Oceania,Coconuts,2010,23077,52000,120000
Solomon Islands,Oceania,Coconuts,2011,15385,52000,80000
Solomon Islands,Oceania,Coconuts,2012,15094,53000,80000
Solomon Islands,Oceania,Coconuts,2013,15094,53000,80000
Solomon Islands,Oceania,Coconuts,2014,15385,52000,80000
Solomon Islands,Oceania,Coconuts,2015,15385,52000,80000
Solomon Islands,Oceania,Coconuts,2016,15385,52000,80000
Solomon Islands,Oceania,Coconuts,2017,15094,53000,80000
Solomon Islands,Oceania,Coconuts,2018,14964,53460,80000
Solomon Islands,Oceania,Coconuts,2019,12043,66796,80442
Solomon Islands,Oceania,"Fruit, fresh nes",1961,88235,850,7500
Solomon Islands,Oceania,"Fruit, fresh nes",1962,88953,860,7650
Solomon Islands,Oceania,"Fruit, fresh nes",1963,89655,870,7800
Solomon Islands,Oceania,"Fruit, fresh nes",1964,90341,880,7950
Solomon Islands,Oceania,"Fruit, fresh nes",1965,92135,890,8200
Solomon Islands,Oceania,"Fruit, fresh nes",1966,92778,900,8350
Solomon Islands,Oceania,"Fruit, fresh nes",1967,93407,910,8500
Solomon Islands,Oceania,"Fruit, fresh nes",1968,95082,915,8700
Solomon Islands,Oceania,"Fruit, fresh nes",1969,95652,920,8800
Solomon Islands,Oceania,"Fruit, fresh nes",1970,96757,925,8950
Solomon Islands,Oceania,"Fruit, fresh nes",1971,98925,930,9200
Solomon Islands,Oceania,"Fruit, fresh nes",1972,100000,935,9350
Solomon Islands,Oceania,"Fruit, fresh nes",1973,101064,940,9500
Solomon Islands,Oceania,"Fruit, fresh nes",1974,102646,945,9700
Solomon Islands,Oceania,"Fruit, fresh nes",1975,104211,950,9900
Solomon Islands,Oceania,"Fruit, fresh nes",1976,105759,955,10100
Solomon Islands,Oceania,"Fruit, fresh nes",1977,107292,960,10300
Solomon Islands,Oceania,"Fruit, fresh nes",1978,108247,970,10500
Solomon Islands,Oceania,"Fruit, fresh nes",1979,109184,980,10700
Solomon Islands,Oceania,"Fruit, fresh nes",1980,111111,990,11000
Solomon Islands,Oceania,"Fruit, fresh nes",1981,115000,1000,11500
Solomon Islands,Oceania,"Fruit, fresh nes",1982,118812,1010,12000
Solomon Islands,Oceania,"Fruit, fresh nes",1983,117647,1020,12000
Solomon Islands,Oceania,"Fruit, fresh nes",1984,116505,1030,12000
Solomon Islands,Oceania,"Fruit, fresh nes",1985,117703,1045,12300
Solomon Islands,Oceania,"Fruit, fresh nes",1986,114286,1050,12000
Solomon Islands,Oceania,"Fruit, fresh nes",1987,117143,1050,12300
Solomon Islands,Oceania,"Fruit, fresh nes",1988,118182,1100,13000
Solomon Islands,Oceania,"Fruit, fresh nes",1989,127273,1100,14000
Solomon Islands,Oceania,"Fruit, fresh nes",1990,130631,1110,14500
Solomon Islands,Oceania,"Fruit, fresh nes",1991,134529,1115,15000
Solomon Islands,Oceania,"Fruit, fresh nes",1992,136607,1120,15300
Solomon Islands,Oceania,"Fruit, fresh nes",1993,127273,1100,14000
Solomon Islands,Oceania,"Fruit, fresh nes",1994,127805,1116,14263
Solomon Islands,Oceania,"Fruit, fresh nes",1995,126087,1150,14500
Solomon Islands,Oceania,"Fruit, fresh nes",1996,125000,1200,15000
Solomon Islands,Oceania,"Fruit, fresh nes",1997,127784,1214,15513
Solomon Islands,Oceania,"Fruit, fresh nes",1998,128000,1250,16000
Solomon Islands,Oceania,"Fruit, fresh nes",1999,128810,1269,16346
Solomon Islands,Oceania,"Fruit, fresh nes",2000,127692,1300,16600
Solomon Islands,Oceania,"Fruit, fresh nes",2001,128571,1400,18000
Solomon Islands,Oceania,"Fruit, fresh nes",2002,126667,1500,19000
Solomon Islands,Oceania,"Fruit, fresh nes",2003,125000,1600,20000
Solomon Islands,Oceania,"Fruit, fresh nes",2004,129747,1580,20500
Solomon Islands,Oceania,"Fruit, fresh nes",2005,127273,1650,21000
Solomon Islands,Oceania,"Fruit, fresh nes",2006,137487,1679,23084
Solomon Islands,Oceania,"Fruit, fresh nes",2007,143867,1774,25522
Solomon Islands,Oceania,"Fruit, fresh nes",2008,158470,1830,29000
Solomon Islands,Oceania,"Fruit, fresh nes",2009,160638,1880,30200
Solomon Islands,Oceania,"Fruit, fresh nes",2010,151121,1927,29121
Solomon Islands,Oceania,"Fruit, fresh nes",2011,148902,1904,28351
Solomon Islands,Oceania,"Fruit, fresh nes",2012,144000,1875,27000
Solomon Islands,Oceania,"Fruit, fresh nes",2013,150691,1809,27260
Solomon Islands,Oceania,"Fruit, fresh nes",2014,153840,1776,27322
Solomon Islands,Oceania,"Fruit, fresh nes",2015,153228,1896,29052
Solomon Islands,Oceania,"Fruit, fresh nes",2016,154206,1883,29037
Solomon Islands,Oceania,"Fruit, fresh nes",2017,155090,1892,29343
Solomon Islands,Oceania,"Fruit, fresh nes",2018,155897,1901,29636
Solomon Islands,Oceania,"Fruit, fresh nes",2019,156737,1909,29921
Solomon Islands,Oceania,"Cocoa, beans",1961,5000,24,12
Solomon Islands,Oceania,"Cocoa, beans",1962,4800,50,24
Solomon Islands,Oceania,"Cocoa, beans",1963,5000,80,40
Solomon Islands,Oceania,"Cocoa, beans",1964,5120,125,64
Solomon Islands,Oceania,"Cocoa, beans",1965,5000,160,80
Solomon Islands,Oceania,"Cocoa, beans",1966,4850,200,97
Solomon Islands,Oceania,"Cocoa, beans",1967,4960,125,62
Solomon Islands,Oceania,"Cocoa, beans",1968,4977,215,107
Solomon Islands,Oceania,"Cocoa, beans",1969,4850,200,97
Solomon Islands,Oceania,"Cocoa, beans",1970,5038,260,131
Solomon Islands,Oceania,"Cocoa, beans",1971,4958,240,119
Solomon Islands,Oceania,"Cocoa, beans",1972,4923,130,64
Solomon Islands,Oceania,"Cocoa, beans",1973,5000,170,85
Solomon Islands,Oceania,"Cocoa, beans",1974,5190,210,109
Solomon Islands,Oceania,"Cocoa, beans",1975,4925,400,197
Solomon Islands,Oceania,"Cocoa, beans",1976,4957,230,114
Solomon Islands,Oceania,"Cocoa, beans",1977,4743,350,166
Solomon Islands,Oceania,"Cocoa, beans",1978,5000,470,235
Solomon Islands,Oceania,"Cocoa, beans",1979,5150,600,309
Solomon Islands,Oceania,"Cocoa, beans",1980,4943,700,346
Solomon Islands,Oceania,"Cocoa, beans",1981,4933,1200,592
Solomon Islands,Oceania,"Cocoa, beans",1982,4948,1350,668
Solomon Islands,Oceania,"Cocoa, beans",1983,4974,2350,1169
Solomon Islands,Oceania,"Cocoa, beans",1984,5026,3400,1709
Solomon Islands,Oceania,"Cocoa, beans",1985,5143,3350,1723
Solomon Islands,Oceania,"Cocoa, beans",1986,5037,3750,1889
Solomon Islands,Oceania,"Cocoa, beans",1987,4965,5400,2681
Solomon Islands,Oceania,"Cocoa, beans",1988,5050,5250,2651
Solomon Islands,Oceania,"Cocoa, beans",1989,5000,6598,3299
Solomon Islands,Oceania,"Cocoa, beans",1990,4994,7800,3895
Solomon Islands,Oceania,"Cocoa, beans",1991,5000,9230,4615
Solomon Islands,Oceania,"Cocoa, beans",1992,5011,8300,4159
Solomon Islands,Oceania,"Cocoa, beans",1993,5072,6500,3297
Solomon Islands,Oceania,"Cocoa, beans",1994,5562,6000,3337
Solomon Islands,Oceania,"Cocoa, beans",1995,4964,5000,2482
Solomon Islands,Oceania,"Cocoa, beans",1996,4999,4929,2464
Solomon Islands,Oceania,"Cocoa, beans",1997,5581,7000,3907
Solomon Islands,Oceania,"Cocoa, beans",1998,4978,6939,3454
Solomon Islands,Oceania,"Cocoa, beans",1999,4519,5300,2395
Solomon Islands,Oceania,"Cocoa, beans",2000,3860,6000,2316
Solomon Islands,Oceania,"Cocoa, beans",2001,4076,5000,2038
Solomon Islands,Oceania,"Cocoa, beans",2002,4153,7000,2907
Solomon Islands,Oceania,"Cocoa, beans",2003,4170,11000,4587
Solomon Islands,Oceania,"Cocoa, beans",2004,4181,10000,4181
Solomon Islands,Oceania,"Cocoa, beans",2005,4212,11700,4928
Solomon Islands,Oceania,"Cocoa, beans",2006,4261,9000,3835
Solomon Islands,Oceania,"Cocoa, beans",2007,4342,10000,4342
Solomon Islands,Oceania,"Cocoa, beans",2008,4326,10000,4326
Solomon Islands,Oceania,"Cocoa, beans",2009,4295,10600,4553
Solomon Islands,Oceania,"Cocoa, beans",2010,4301,12500,5376
Solomon Islands,Oceania,"Cocoa, beans",2011,4301,15100,6495
Solomon Islands,Oceania,"Cocoa, beans",2012,3833,12000,4600
Solomon Islands,Oceania,"Cocoa, beans",2013,3917,12000,4700
Solomon Islands,Oceania,"Cocoa, beans",2014,3961,12200,4832
Solomon Islands,Oceania,"Cocoa, beans",2015,3976,11770,4680
Solomon Islands,Oceania,"Cocoa, beans",2016,3997,11259,4500
Solomon Islands,Oceania,"Cocoa, beans",2017,3981,11554,4600
Solomon Islands,Oceania,"Cocoa, beans",2018,3966,11850,4700
Solomon Islands,Oceania,"Cocoa, beans",2019,3951,10631,4200
Solomon Islands,Oceania,Taro (cocoyam),1961,107527,930,10000
Solomon Islands,Oceania,Taro (cocoyam),1962,109574,940,10300
Solomon Islands,Oceania,Taro (cocoyam),1963,111579,950,10600
Solomon Islands,Oceania,Taro (cocoyam),1964,114583,960,11000
Solomon Islands,Oceania,Taro (cocoyam),1965,117347,980,11500
Solomon Islands,Oceania,Taro (cocoyam),1966,117172,990,11600
Solomon Islands,Oceania,Taro (cocoyam),1967,120000,1000,12000
Solomon Islands,Oceania,Taro (cocoyam),1968,124752,1010,12600
Solomon Islands,Oceania,Taro (cocoyam),1969,127451,1020,13000
Solomon Islands,Oceania,Taro (cocoyam),1970,131068,1030,13500
Solomon Islands,Oceania,Taro (cocoyam),1971,134615,1040,14000
Solomon Islands,Oceania,Taro (cocoyam),1972,138095,1050,14500
Solomon Islands,Oceania,Taro (cocoyam),1973,140845,1065,15000
Solomon Islands,Oceania,Taro (cocoyam),1974,145540,1065,15500
Solomon Islands,Oceania,Taro (cocoyam),1975,150235,1065,16000
Solomon Islands,Oceania,Taro (cocoyam),1976,154930,1065,16500
Solomon Islands,Oceania,Taro (cocoyam),1977,158879,1070,17000
Solomon Islands,Oceania,Taro (cocoyam),1978,164651,1075,17700
Solomon Islands,Oceania,Taro (cocoyam),1979,171296,1080,18500
Solomon Islands,Oceania,Taro (cocoyam),1980,176959,1085,19200
Solomon Islands,Oceania,Taro (cocoyam),1981,183486,1090,20000
Solomon Islands,Oceania,Taro (cocoyam),1982,188182,1100,20700
Solomon Islands,Oceania,Taro (cocoyam),1983,193694,1110,21500
Solomon Islands,Oceania,Taro (cocoyam),1984,198222,1125,22300
Solomon Islands,Oceania,Taro (cocoyam),1985,201754,1140,23000
Solomon Islands,Oceania,Taro (cocoyam),1986,205217,1150,23600
Solomon Islands,Oceania,Taro (cocoyam),1987,207692,1170,24300
Solomon Islands,Oceania,Taro (cocoyam),1988,212500,1200,25500
Solomon Islands,Oceania,Taro (cocoyam),1989,212000,1250,26500
Solomon Islands,Oceania,Taro (cocoyam),1990,216535,1270,27500
Solomon Islands,Oceania,Taro (cocoyam),1991,215385,1300,28000
Solomon Islands,Oceania,Taro (cocoyam),1992,214925,1340,28800
Solomon Islands,Oceania,Taro (cocoyam),1993,216000,1250,27000
Solomon Islands,Oceania,Taro (cocoyam),1994,216716,1288,27913
Solomon Islands,Oceania,Taro (cocoyam),1995,216922,1306,28330
Solomon Islands,Oceania,Taro (cocoyam),1996,219231,1300,28500
Solomon Islands,Oceania,Taro (cocoyam),1997,200000,1500,30000
Solomon Islands,Oceania,Taro (cocoyam),1998,193750,1600,31000
Solomon Islands,Oceania,Taro (cocoyam),1999,200000,1500,30000
Solomon Islands,Oceania,Taro (cocoyam),2000,200000,1700,34000
Solomon Islands,Oceania,Taro (cocoyam),2001,200000,1800,36000
Solomon Islands,Oceania,Taro (cocoyam),2002,200000,1900,38000
Solomon Islands,Oceania,Taro (cocoyam),2003,200000,2000,40000
Solomon Islands,Oceania,Taro (cocoyam),2004,201429,2100,42300
Solomon Islands,Oceania,Taro (cocoyam),2005,200000,2200,44000
Solomon Islands,Oceania,Taro (cocoyam),2006,200000,2000,40000
Solomon Islands,Oceania,Taro (cocoyam),2007,200000,2200,44000
Solomon Islands,Oceania,Taro (cocoyam),2008,200000,2300,46000
Solomon Islands,Oceania,Taro (cocoyam),2009,200000,2400,48000
Solomon Islands,Oceania,Taro (cocoyam),2010,195828,2349,46000
Solomon Islands,Oceania,Taro (cocoyam),2011,192000,2500,48000
Solomon Islands,Oceania,Taro (cocoyam),2012,175000,2400,42000
Solomon Islands,Oceania,Taro (cocoyam),2013,170000,2500,42500
Solomon Islands,Oceania,Taro (cocoyam),2014,166672,2626,43768
Solomon Islands,Oceania,Taro (cocoyam),2015,176180,2631,46353
Solomon Islands,Oceania,Taro (cocoyam),2016,174010,2641,45956
Solomon Islands,Oceania,Taro (cocoyam),2017,172940,2677,46296
Solomon Islands,Oceania,Taro (cocoyam),2018,171775,2715,46637
Solomon Islands,Oceania,Taro (cocoyam),2019,170701,2752,46977
Solomon Islands,Oceania,Yams,1961,70588,1700,12000
Solomon Islands,Oceania,Yams,1962,72353,1700,12300
Solomon Islands,Oceania,Yams,1963,73529,1700,12500
Solomon Islands,Oceania,Yams,1964,74706,1700,12700
Solomon Islands,Oceania,Yams,1965,76471,1700,13000
Solomon Islands,Oceania,Yams,1966,73889,1800,13300
Solomon Islands,Oceania,Yams,1967,75000,1800,13500
Solomon Islands,Oceania,Yams,1968,76667,1800,13800
Solomon Islands,Oceania,Yams,1969,77778,1800,14000
Solomon Islands,Oceania,Yams,1970,74737,1900,14200
Solomon Islands,Oceania,Yams,1971,72500,2000,14500
Solomon Islands,Oceania,Yams,1972,75000,2000,15000
Solomon Islands,Oceania,Yams,1973,78500,2000,15700
Solomon Islands,Oceania,Yams,1974,80000,2000,16000
Solomon Islands,Oceania,Yams,1975,82000,2000,16400
Solomon Islands,Oceania,Yams,1976,83500,2000,16700
Solomon Islands,Oceania,Yams,1977,76364,2200,16800
Solomon Islands,Oceania,Yams,1978,73913,2300,17000
Solomon Islands,Oceania,Yams,1979,72083,2400,17300
Solomon Islands,Oceania,Yams,1980,72917,2400,17500
Solomon Islands,Oceania,Yams,1981,73750,2400,17700
Solomon Islands,Oceania,Yams,1982,72000,2500,18000
Solomon Islands,Oceania,Yams,1983,65357,2800,18300
Solomon Islands,Oceania,Yams,1984,63793,2900,18500
Solomon Islands,Oceania,Yams,1985,64828,2900,18800
Solomon Islands,Oceania,Yams,1986,63667,3000,19100
Solomon Islands,Oceania,Yams,1987,65000,3000,19500
Solomon Islands,Oceania,Yams,1988,66667,3000,20000
Solomon Islands,Oceania,Yams,1989,69333,3000,20800
Solomon Islands,Oceania,Yams,1990,54348,3956,21500
Solomon Islands,Oceania,Yams,1991,67488,3245,21900
Solomon Islands,Oceania,Yams,1992,67946,3282,22300
Solomon Islands,Oceania,Yams,1993,68966,2900,20000
Solomon Islands,Oceania,Yams,1994,70233,2916,20480
Solomon Islands,Oceania,Yams,1995,71628,2862,20500
Solomon Islands,Oceania,Yams,1996,73333,3000,22000
Solomon Islands,Oceania,Yams,1997,74194,3100,23000
Solomon Islands,Oceania,Yams,1998,75000,3200,24000
Solomon Islands,Oceania,Yams,1999,76586,3199,24500
Solomon Islands,Oceania,Yams,2000,78788,3300,26000
Solomon Islands,Oceania,Yams,2001,79412,3400,27000
Solomon Islands,Oceania,Yams,2002,81429,3500,28500
Solomon Islands,Oceania,Yams,2003,89706,3400,30500
Solomon Islands,Oceania,Yams,2004,86111,3600,31000
Solomon Islands,Oceania,Yams,2005,82051,3900,32000
Solomon Islands,Oceania,Yams,2006,85714,3500,30000
Solomon Islands,Oceania,Yams,2007,82051,3900,32000
Solomon Islands,Oceania,Yams,2008,85000,4000,34000
Solomon Islands,Oceania,Yams,2009,85366,4100,35000
Solomon Islands,Oceania,Yams,2010,85366,4100,35000
Solomon Islands,Oceania,Yams,2011,85366,4100,35000
Solomon Islands,Oceania,Yams,2012,110000,4000,44000
Solomon Islands,Oceania,Yams,2013,107143,4200,45000
Solomon Islands,Oceania,Yams,2014,102835,4381,45052
Solomon Islands,Oceania,Yams,2015,101847,4288,43672
Solomon Islands,Oceania,Yams,2016,103320,4307,44500
Solomon Islands,Oceania,Yams,2017,104346,4340,45286
Solomon Islands,Oceania,Yams,2018,105382,4372,46073
Solomon Islands,Oceania,Yams,2019,106403,4404,46860
Solomon Islands,Oceania,Oil palm fruit,1961,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1962,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1963,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1964,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1965,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1966,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1967,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1968,181818,55,1000
Solomon Islands,Oceania,Oil palm fruit,1969,181818,110,2000
Solomon Islands,Oceania,Oil palm fruit,1970,181818,110,2000
Solomon Islands,Oceania,Oil palm fruit,1971,178571,140,2500
Solomon Islands,Oceania,Oil palm fruit,1972,178571,140,2500
Solomon Islands,Oceania,Oil palm fruit,1973,178571,140,2500
Solomon Islands,Oceania,Oil palm fruit,1974,185185,270,5000
Solomon Islands,Oceania,Oil palm fruit,1975,171429,700,12000
Solomon Islands,Oceania,Oil palm fruit,1976,208243,1019,21220
Solomon Islands,Oceania,Oil palm fruit,1977,130215,2464,32085
Solomon Islands,Oceania,Oil palm fruit,1978,159038,2994,47616
Solomon Islands,Oceania,Oil palm fruit,1979,170140,3286,55908
Solomon Islands,Oceania,Oil palm fruit,1980,194207,3335,64768
Solomon Islands,Oceania,Oil palm fruit,1981,248780,3335,82968
Solomon Islands,Oceania,Oil palm fruit,1982,268355,3332,89416
Solomon Islands,Oceania,Oil palm fruit,1983,261456,3332,87117
Solomon Islands,Oceania,Oil palm fruit,1984,247068,3530,87215
Solomon Islands,Oceania,Oil palm fruit,1985,243022,3796,92251
Solomon Islands,Oceania,Oil palm fruit,1986,175413,3918,68727
Solomon Islands,Oceania,Oil palm fruit,1987,117917,4590,54124
Solomon Islands,Oceania,Oil palm fruit,1988,163154,4309,70303
Solomon Islands,Oceania,Oil palm fruit,1989,244857,3986,97600
Solomon Islands,Oceania,Oil palm fruit,1990,177568,5519,98000
Solomon Islands,Oceania,Oil palm fruit,1991,142857,7000,100000
Solomon Islands,Oceania,Oil palm fruit,1992,168750,8000,135000
Solomon Islands,Oceania,Oil palm fruit,1993,175000,8000,140000
Solomon Islands,Oceania,Oil palm fruit,1994,157500,8000,126000
Solomon Islands,Oceania,Oil palm fruit,1995,162500,8000,130000
Solomon Islands,Oceania,Oil palm fruit,1996,162500,8000,130000
Solomon Islands,Oceania,Oil palm fruit,1997,171250,8000,137000
Solomon Islands,Oceania,Oil palm fruit,1998,172500,8000,138000
Solomon Islands,Oceania,Oil palm fruit,1999,166250,8000,133000
Solomon Islands,Oceania,Oil palm fruit,2000,166667,9000,150000
Solomon Islands,Oceania,Oil palm fruit,2001,166667,9000,150000
Solomon Islands,Oceania,Oil palm fruit,2002,166667,9000,150000
Solomon Islands,Oceania,Oil palm fruit,2003,166667,9000,150000
Solomon Islands,Oceania,Oil palm fruit,2004,166667,9000,150000
Solomon Islands,Oceania,Oil palm fruit,2005,166667,9000,150000
Solomon Islands,Oceania,Oil palm fruit,2006,170000,10000,170000
Solomon Islands,Oceania,Oil palm fruit,2007,170000,10000,170000
Solomon Islands,Oceania,Oil palm fruit,2008,161182,11000,177300
Solomon Islands,Oceania,Oil palm fruit,2009,151517,12000,181820
Solomon Islands,Oceania,Oil palm fruit,2010,146923,13000,191000
Solomon Islands,Oceania,Oil palm fruit,2011,136429,14000,191000
Solomon Islands,Oceania,Oil palm fruit,2012,158000,15000,237000
Solomon Islands,Oceania,Oil palm fruit,2013,150000,16000,240000
Solomon Islands,Oceania,Oil palm fruit,2014,149500,17000,254150
Solomon Islands,Oceania,Oil palm fruit,2015,147404,18000,265327
Solomon Islands,Oceania,Oil palm fruit,2016,145024,19000,275545
Solomon Islands,Oceania,Oil palm fruit,2017,143489,20000,286978
Solomon Islands,Oceania,Oil palm fruit,2018,141959,21000,298114
Solomon Islands,Oceania,Oil palm fruit,2019,140431,22000,308949
Solomon Islands,Oceania,Spices nes,1961,0,0,40
Solomon Islands,Oceania,Spices nes,1962,0,0,42
Solomon Islands,Oceania,Spices nes,1963,0,0,43
Solomon Islands,Oceania,Spices nes,1964,0,0,44
Solomon Islands,Oceania,Spices nes,1965,0,0,45
Solomon Islands,Oceania,Spices nes,1966,0,0,46
Solomon Islands,Oceania,Spices nes,1967,0,0,47
Solomon Islands,Oceania,Spices nes,1968,0,0,48
Solomon Islands,Oceania,Spices nes,1969,0,0,50
Solomon Islands,Oceania,Spices nes,1970,0,0,54
Solomon Islands,Oceania,Spices nes,1971,0,0,60
Solomon Islands,Oceania,Spices nes,1972,0,0,64
Solomon Islands,Oceania,Spices nes,1973,0,0,66
Solomon Islands,Oceania,Spices nes,1974,0,0,68
Solomon Islands,Oceania,Spices nes,1975,0,0,70
Solomon Islands,Oceania,Spices nes,1976,0,0,74
Solomon Islands,Oceania,Spices nes,1977,0,0,76
Solomon Islands,Oceania,Spices nes,1978,0,0,80
Solomon Islands,Oceania,Spices nes,1979,0,0,86
Solomon Islands,Oceania,Spices nes,1980,0,0,88
Solomon Islands,Oceania,Spices nes,1981,0,0,90
Solomon Islands,Oceania,Spices nes,1982,0,0,94
Solomon Islands,Oceania,Spices nes,1983,0,0,96
Solomon Islands,Oceania,Spices nes,1984,0,0,97
Solomon Islands,Oceania,Spices nes,1985,20000,50,100
Solomon Islands,Oceania,Spices nes,1986,19000,50,95
Solomon Islands,Oceania,Spices nes,1987,19400,50,97
Solomon Islands,Oceania,Spices nes,1988,20000,50,100
Solomon Islands,Oceania,Spices nes,1989,22000,50,110
Solomon Islands,Oceania,Spices nes,1990,24000,50,120
Solomon Islands,Oceania,Spices nes,1991,23400,50,117
Solomon Islands,Oceania,Spices nes,1992,23000,50,115
Solomon Islands,Oceania,Spices nes,1993,20000,50,100
Solomon Islands,Oceania,Spices nes,1994,22600,50,113
Solomon Islands,Oceania,Spices nes,1995,23600,50,118
Solomon Islands,Oceania,Spices nes,1996,24600,50,123
Solomon Islands,Oceania,Spices nes,1997,25800,50,129
Solomon Islands,Oceania,Spices nes,1998,26786,56,150
Solomon Islands,Oceania,Spices nes,1999,29091,55,160
Solomon Islands,Oceania,Spices nes,2000,30000,60,180
Solomon Islands,Oceania,Spices nes,2001,30000,60,180
Solomon Islands,Oceania,Spices nes,2002,30000,65,195
Solomon Islands,Oceania,Spices nes,2003,30769,65,200
Solomon Islands,Oceania,Spices nes,2004,32308,65,210
Solomon Islands,Oceania,Spices nes,2005,31538,65,205
Solomon Islands,Oceania,Spices nes,2006,31538,65,205
Solomon Islands,Oceania,Spices nes,2007,30769,65,200
Solomon Islands,Oceania,Spices nes,2008,30000,70,210
Solomon Islands,Oceania,Spices nes,2009,31429,70,220
Solomon Islands,Oceania,Spices nes,2010,30769,65,200
Solomon Islands,Oceania,Spices nes,2011,31429,70,220
Solomon Islands,Oceania,Spices nes,2012,31061,66,205
Solomon Islands,Oceania,Spices nes,2013,31515,66,208
Solomon Islands,Oceania,Spices nes,2014,31667,66,209
Solomon Islands,Oceania,Spices nes,2015,31912,68,217
Solomon Islands,Oceania,Spices nes,2016,31765,68,216
Solomon Islands,Oceania,Spices nes,2017,31449,69,217
Solomon Islands,Oceania,Spices nes,2018,31594,69,218
Solomon Islands,Oceania,Spices nes,2019,31739,69,219
Tokelau,Oceania,Bananas,1961,33333,3,10
Tokelau,Oceania,Bananas,1962,33333,3,10
Tokelau,Oceania,Bananas,1963,33333,3,10
Tokelau,Oceania,Bananas,1964,36667,3,11
Tokelau,Oceania,Bananas,1965,36667,3,11
Tokelau,Oceania,Bananas,1966,36667,3,11
Tokelau,Oceania,Bananas,1967,40000,3,12
Tokelau,Oceania,Bananas,1968,40000,3,12
Tokelau,Oceania,Bananas,1969,40000,3,12
Tokelau,Oceania,Bananas,1970,43333,3,13
Tokelau,Oceania,Bananas,1971,43333,3,13
Tokelau,Oceania,Bananas,1972,43333,3,13
Tokelau,Oceania,Bananas,1973,43333,3,13
Tokelau,Oceania,Bananas,1974,43333,3,13
Tokelau,Oceania,Bananas,1975,43333,3,13
Tokelau,Oceania,Bananas,1976,43333,3,13
Tokelau,Oceania,Bananas,1977,43333,3,13
Tokelau,Oceania,Bananas,1978,43333,3,13
Tokelau,Oceania,Bananas,1979,46667,3,14
Tokelau,Oceania,Bananas,1980,35000,4,14
Tokelau,Oceania,Bananas,1981,35000,4,14
Tokelau,Oceania,Bananas,1982,30000,5,15
Tokelau,Oceania,Bananas,1983,35000,4,14
Tokelau,Oceania,Bananas,1984,35000,4,14
Tokelau,Oceania,Bananas,1985,35000,4,14
Tokelau,Oceania,Bananas,1986,37500,4,15
Tokelau,Oceania,Bananas,1987,30000,5,15
Tokelau,Oceania,Bananas,1988,30000,5,15
Tokelau,Oceania,Bananas,1989,30000,5,15
Tokelau,Oceania,Bananas,1990,28000,5,14
Tokelau,Oceania,Bananas,1991,30000,5,15
Tokelau,Oceania,Bananas,1992,30000,5,15
Tokelau,Oceania,Bananas,1993,30000,5,15
Tokelau,Oceania,Bananas,1994,30000,5,15
Tokelau,Oceania,Bananas,1995,30000,5,15
Tokelau,Oceania,Bananas,1996,30000,5,15
Tokelau,Oceania,Bananas,1997,30000,5,15
Tokelau,Oceania,Bananas,1998,30000,5,15
Tokelau,Oceania,Bananas,1999,30000,5,15
Tokelau,Oceania,Bananas,2000,30000,5,15
Tokelau,Oceania,Bananas,2001,30000,5,15
Tokelau,Oceania,Bananas,2002,30000,5,15
Tokelau,Oceania,Bananas,2003,30000,5,15
